,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,total_mn,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,total_em,Age_tier,distancehome_tier,JobRole_tier,MonthlyIncome_tier,YearsAtCompany_tier,TotalWorkingYear_tier
1186,56,1,2,2,10,4,4,1,2,7,1,40780,8.0,24,1,14.0,3,10,9,8,3,4,3.5,4.0,3.0,1.0,2.6666666666666665,3,3,1,3,4,5
1187,41,0,2,1,13,4,1,0,1,0,1,109200,0.0,15,1,21.0,3,20,0,10,4,3,3.5,1.0,2.0,3.0,2.0,2,2,4,5,5,5
1188,34,0,2,2,1,3,3,0,1,2,1,62320,1.0,13,1,8.0,3,8,1,7,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,4,3,4,4,4
1189,36,0,0,2,1,1,3,0,1,1,0,132470,1.0,14,0,15.0,3,15,11,11,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,1,4,4,5,5,5
1190,41,0,2,1,1,5,3,1,1,0,0,40810,2.0,13,0,14.0,3,5,0,4,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,2,4,4,3,3,5
1191,32,0,2,2,9,4,1,0,2,6,2,57690,1.0,11,0,4.0,3,4,1,2,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,3,1,3,2,2
1192,35,0,2,1,16,3,3,0,2,0,2,23940,1.0,16,1,9.0,3,9,1,7,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,2,4,1,4,4
1193,38,0,2,1,23,3,3,1,3,8,1,39040,1.0,22,0,10.0,3,10,1,9,2,4,3.0,1.0,4.0,3.0,2.6666666666666665,1,1,0,3,4,4
1194,50,1,1,2,4,2,1,0,2,2,0,167990,7.0,14,1,12.0,2,6,0,1,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,2,4,3,5,3,5
1196,45,0,2,2,24,3,1,1,1,2,2,36290,8.0,16,1,8.0,2,5,0,1,4,3,3.5,4.0,3.0,3.0,3.3333333333333335,2,1,3,3,3,4
1198,35,0,1,2,7,2,1,1,2,4,1,32290,1.0,25,0,10.0,2,10,0,2,2,4,3.0,3.0,3.0,4.0,3.3333333333333335,1,3,2,2,4,4
1199,40,0,2,1,17,4,1,1,1,3,1,35780,2.0,14,1,20.0,2,5,0,2,3,3,3.0,3.0,3.0,3.0,3.0,1,2,3,3,3,5
1200,35,0,2,0,14,1,1,1,2,6,1,79880,1.0,18,0,4.0,3,4,1,1,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,2,1,4,2,2
1201,29,0,2,1,1,3,3,1,3,7,1,42840,4.0,11,0,10.0,5,4,0,3,2,3,2.5,4.0,2.0,3.0,3.0,0,4,1,3,2,4
1202,29,0,2,1,5,3,3,1,2,8,2,75530,1.0,19,0,5.0,3,5,0,4,3,3,3.0,4.0,1.0,1.0,2.0,0,4,0,4,3,3
1203,50,1,2,1,17,3,3,1,1,6,0,173280,4.0,15,2,20.0,1,3,2,0,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,2,2,1,5,2,5
1204,39,0,2,2,25,3,3,1,2,7,1,197010,0.0,11,0,21.0,3,20,9,6,4,3,3.5,2.0,4.0,2.0,2.6666666666666665,1,1,1,5,5,5
1205,31,0,0,1,8,4,1,0,4,7,2,147320,0.0,12,0,10.0,3,9,1,7,3,3,3.0,2.0,1.0,3.0,2.0,1,3,1,5,4,4
1206,26,0,2,1,11,4,3,1,2,3,2,92780,0.0,20,0,5.0,3,4,0,0,3,4,3.5,4.0,3.0,3.0,3.3333333333333335,0,2,3,4,2,3
1207,36,0,1,1,5,1,5,1,1,7,1,13590,4.0,12,0,17.0,2,5,0,3,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,4,1,1,3,5
1208,39,0,2,1,2,1,3,0,1,6,1,47790,4.0,14,2,9.0,3,7,1,7,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,4,1,3,3,4
1209,27,0,2,1,8,2,3,1,1,2,1,164220,1.0,20,1,6.0,3,6,0,3,3,4,3.5,2.0,2.0,3.0,2.3333333333333335,0,3,3,5,3,3
1210,49,0,1,1,6,1,3,1,3,0,1,29960,2.0,18,1,17.0,2,9,0,8,2,3,2.5,4.0,2.0,2.0,2.6666666666666665,2,3,4,2,4,5
1211,34,0,2,2,4,3,3,0,1,7,1,12610,2.0,14,1,6.0,6,4,1,2,3,3,3.0,2.0,3.0,4.0,3.0,1,4,1,1,2,3
1212,41,1,2,1,7,2,1,0,1,6,2,20990,8.0,12,1,8.0,2,6,0,5,3,3,3.0,2.0,4.0,1.0,2.3333333333333335,2,3,1,1,3,4
1213,49,0,1,2,1,4,1,0,2,4,1,58100,1.0,21,1,10.0,2,10,1,7,3,4,3.5,3.0,2.0,3.0,2.6666666666666665,2,4,2,3,4,4
1214,37,1,2,1,2,3,1,1,1,7,2,56470,6.0,19,0,7.0,2,0,0,0,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,4,1,3,1,3
1215,33,0,1,1,10,2,3,1,2,6,1,34200,1.0,14,0,8.0,3,8,3,0,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,3,1,2,4,4
1216,27,0,2,2,5,4,3,0,4,4,1,44000,9.0,17,1,6.0,3,2,2,2,2,3,2.5,1.0,2.0,3.0,2.0,0,4,2,3,2,3
1217,32,0,1,1,9,2,3,0,2,6,2,35000,0.0,16,1,8.0,2,7,3,6,2,3,2.5,4.0,4.0,2.0,3.3333333333333335,1,3,1,3,3,4
1218,59,0,2,2,2,2,2,0,5,8,1,20660,4.0,12,1,12.0,3,1,0,0,3,3,3.0,3.0,1.0,2.0,2.0,3,4,0,1,1,5
1219,30,0,2,1,11,4,3,1,2,2,0,171690,1.0,17,2,1.0,2,1,0,0,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,2,3,5,1,1
1220,38,0,1,2,18,4,1,1,2,0,2,41620,0.0,15,1,10.0,1,9,1,8,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,2,4,3,4,4
1221,36,0,2,1,7,3,1,1,1,7,1,92040,6.0,23,1,17.0,2,7,7,7,3,4,3.5,3.0,3.0,2.0,2.6666666666666665,1,3,1,4,3,5
1222,35,0,2,0,3,4,0,1,2,3,1,32940,0.0,11,0,6.0,2,5,0,3,3,3,3.0,1.0,2.0,3.0,2.0,1,4,3,2,3,3
1223,29,0,2,2,29,4,1,1,2,2,2,21270,0.0,11,1,10.0,3,9,0,8,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,0,1,3,1,4,4
1225,34,0,2,1,28,3,5,1,1,2,0,107930,0.0,11,3,3.0,1,2,1,2,2,3,2.5,2.0,4.0,3.0,3.0,1,1,3,5,2,2
1226,28,1,2,1,1,4,1,1,5,5,2,100960,5.0,13,0,6.0,2,4,0,3,3,3,3.0,3.0,3.0,3.0,3.0,0,4,2,5,2,3
1227,29,0,2,1,16,2,1,0,4,2,0,36460,1.0,14,0,10.0,3,10,8,8,4,3,3.5,2.0,1.0,3.0,2.0,0,2,3,3,4,4
1228,32,0,2,0,22,3,0,0,2,5,0,74460,0.0,19,0,7.0,3,6,0,5,3,3,3.0,1.0,2.0,2.0,1.6666666666666667,1,1,2,4,3,3
1229,22,0,0,1,8,3,1,0,3,7,0,108510,1.0,16,1,1.0,2,1,0,0,4,3,3.5,4.0,4.0,2.0,3.3333333333333335,0,3,1,5,1,1
1230,53,0,2,1,11,3,3,1,2,3,1,21090,2.0,13,0,31.0,3,25,3,7,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,3,2,3,1,5,5
1231,38,0,2,1,29,3,1,0,1,4,2,37220,5.0,14,0,6.0,0,3,1,2,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,1,2,3,2,3
1232,24,0,0,1,1,5,1,1,3,6,0,93800,0.0,16,0,5.0,2,4,1,3,2,3,2.5,1.0,3.0,2.0,2.0,0,4,1,4,2,3
1233,36,1,2,1,1,3,1,1,1,5,2,54860,7.0,12,1,10.0,2,5,0,3,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,1,4,2,3,3,4
1234,34,0,2,2,24,3,2,1,4,6,2,27420,0.0,11,1,13.0,2,12,2,11,3,3,3.0,1.0,2.0,3.0,2.0,1,1,1,2,5,5
1235,21,0,2,2,2,3,1,1,2,4,2,137570,1.0,12,1,0.0,3,0,0,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,4,2,5,1,1
1236,34,1,2,2,15,2,2,0,2,6,2,84630,2.0,13,0,8.0,2,4,1,3,1,3,2.0,2.0,1.0,3.0,2.0,1,2,1,4,2,4
1237,53,0,2,2,2,1,1,1,5,1,0,31620,4.0,15,0,26.0,4,14,4,8,3,3,3.0,3.0,3.0,2.0,2.6666666666666665,3,4,4,2,5,5
1238,32,1,1,1,10,3,3,0,2,4,2,165980,1.0,13,0,10.0,2,10,6,7,3,3,3.0,2.0,1.0,3.0,2.0,1,3,2,5,4,4
1239,42,0,2,1,10,3,5,1,2,2,1,66510,0.0,20,0,10.0,5,9,4,2,2,4,3.0,3.0,2.0,3.0,2.6666666666666665,2,3,3,4,4,4
1240,44,0,2,1,3,1,1,0,1,4,1,23450,3.0,15,2,24.0,0,22,5,17,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,2,4,2,1,5,5
1241,46,0,2,2,2,3,1,0,1,6,2,34200,3.0,13,2,22.0,3,2,2,1,1,3,2.0,2.0,1.0,2.0,1.6666666666666667,2,4,1,2,2,5
1242,33,0,2,2,3,3,3,1,1,4,2,43730,4.0,14,0,7.0,3,1,0,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,4,2,3,1,3
1243,44,0,2,0,26,3,1,1,5,0,1,47590,2.0,21,0,9.0,2,4,1,3,3,4,3.5,4.0,4.0,4.0,4.0,2,1,4,3,2,4
1244,30,0,2,1,1,4,5,0,1,6,2,53010,1.0,16,1,10.0,3,10,1,8,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,4,1,3,4,4
1245,39,1,2,0,1,4,3,1,1,7,1,36730,3.0,14,1,19.0,3,1,0,0,3,3,3.0,4.0,4.0,4.0,4.0,1,4,1,3,1,5
1246,24,1,2,0,2,5,0,1,3,7,1,47680,2.0,11,1,6.0,2,2,2,0,2,3,2.5,2.0,4.0,2.0,2.6666666666666665,0,4,1,3,2,3
1247,43,0,2,2,9,5,5,0,1,5,0,12740,1.0,19,0,6.0,3,5,1,4,2,3,2.5,4.0,3.0,2.0,3.0,2,3,2,1,3,3
1248,50,1,2,1,12,4,3,1,1,5,1,49000,1.0,11,0,3.0,3,3,0,2,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,2,2,2,3,2,2
1249,35,0,2,2,2,4,2,1,3,4,1,104660,1.0,13,0,2.0,1,2,2,2,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,4,2,5,2,2
1250,36,0,2,1,25,1,1,0,4,7,1,170070,9.0,12,1,6.0,2,1,0,0,2,3,2.5,2.0,1.0,4.0,2.3333333333333335,1,1,1,5,1,3
1251,33,0,1,2,9,2,2,1,4,1,1,29090,2.0,11,0,10.0,2,5,1,3,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,1,3,4,2,3,4
1252,35,0,2,1,10,1,3,1,1,6,0,57650,1.0,14,1,1.0,2,1,0,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,3,1,3,1,1
1253,27,0,2,2,8,2,2,0,3,6,0,45990,1.0,15,1,1.0,3,1,0,0,2,3,2.5,4.0,1.0,3.0,2.6666666666666665,0,3,1,3,1,1
1254,26,1,2,2,4,3,2,1,2,3,2,24040,1.0,12,0,1.0,6,1,0,1,3,3,3.0,1.0,3.0,2.0,2.0,0,4,3,1,1,1
1255,27,0,1,2,24,3,1,1,4,0,2,31720,1.0,20,1,9.0,1,9,1,7,3,4,3.5,4.0,3.0,3.0,3.3333333333333335,0,1,4,2,4,4
1256,30,0,1,1,1,4,3,1,1,6,2,20330,1.0,14,1,12.0,3,12,3,7,1,3,2.0,3.0,4.0,3.0,3.3333333333333335,0,4,1,1,5,5
1257,41,1,2,2,20,4,2,1,2,7,1,102090,1.0,13,1,23.0,2,22,15,8,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,2,2,1,5,5,5
1258,34,0,0,1,7,2,5,0,1,6,2,86200,0.0,13,1,10.0,2,9,8,7,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,3,1,4,4,4
1259,37,0,2,1,17,3,1,0,3,7,1,20640,4.0,16,0,8.0,3,1,0,0,2,3,2.5,2.0,2.0,3.0,2.3333333333333335,1,2,1,1,1,4
1261,35,0,2,1,8,4,3,0,3,6,1,38380,1.0,16,1,1.0,2,1,0,1,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,3,1,3,1,1
1262,48,1,2,1,2,4,5,0,1,7,2,45910,9.0,16,0,23.0,6,1,0,0,1,3,2.0,1.0,3.0,3.0,2.3333333333333335,2,4,1,3,1,5
1263,28,1,2,1,10,1,3,1,1,7,2,25610,1.0,22,1,2.0,3,2,2,2,3,4,3.5,3.0,3.0,2.0,2.6666666666666665,0,3,1,2,2,2
1264,44,0,2,1,1,1,3,0,3,6,0,15630,5.0,12,2,9.0,3,4,1,3,3,3,3.0,2.0,1.0,2.0,1.6666666666666667,2,4,1,1,2,4
1265,35,0,0,1,5,4,5,0,3,4,1,48980,2.0,15,2,10.0,2,4,2,3,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,1,4,2,3,2,4
1266,26,0,2,1,4,4,1,0,3,7,1,47890,7.0,20,1,5.0,2,2,0,0,3,4,3.5,3.0,4.0,2.0,3.0,0,4,1,3,2,3
1267,33,0,1,2,29,4,1,0,1,1,2,31800,1.0,14,1,15.0,2,15,8,12,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,1,4,2,5,5
1268,35,0,1,1,15,3,3,1,3,4,1,65490,1.0,20,0,9.0,3,9,1,8,3,4,3.5,2.0,1.0,2.0,1.6666666666666667,1,2,2,4,4,4
1269,35,0,2,0,3,2,1,0,1,2,1,63880,3.0,13,0,4.0,6,2,2,2,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,1,4,3,4,2,2
1270,31,0,2,2,10,2,1,0,2,6,0,112440,3.0,12,1,10.0,3,7,1,7,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,1,3,1,5,3,4
1271,37,0,2,2,4,3,2,1,4,1,0,160320,1.0,13,0,7.0,2,7,0,7,3,3,3.0,1.0,3.0,4.0,2.6666666666666665,1,4,4,5,3,3
1272,32,0,2,1,21,3,4,1,2,7,1,23620,1.0,11,0,9.0,2,9,7,8,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,1,1,1,4,4
1273,38,0,1,1,25,3,3,1,2,4,2,163280,1.0,17,3,10.0,2,10,9,9,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,1,2,5,4,4
1274,50,0,2,2,2,4,2,0,4,6,0,83760,5.0,14,3,29.0,2,27,13,8,3,3,3.0,2.0,3.0,2.0,2.3333333333333335,2,4,1,4,5,5
1275,59,0,2,1,1,3,5,1,1,2,2,166060,7.0,11,0,28.0,6,21,7,9,3,3,3.0,1.0,1.0,2.0,1.3333333333333333,3,4,3,5,5,5
1276,36,0,2,2,1,2,2,0,2,7,0,86060,1.0,14,2,17.0,3,17,12,8,3,3,3.0,3.0,3.0,3.0,3.0,1,4,1,4,5,5
1277,55,0,2,1,7,3,3,1,3,6,0,22720,2.0,17,1,21.0,2,5,0,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,3,3,1,1,3,5
1278,36,0,1,1,3,3,1,0,2,2,2,20180,1.0,13,0,6.0,5,6,0,3,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,1,4,3,1,3,3
1279,45,0,2,1,1,2,3,0,1,7,0,70830,2.0,12,1,25.0,5,1,0,0,3,3,3.0,2.0,1.0,3.0,2.0,2,4,1,4,1,5
1280,35,0,1,0,9,3,4,0,2,8,1,40840,4.0,13,1,5.0,3,3,1,2,3,3,3.0,2.0,1.0,2.0,1.6666666666666667,1,3,0,3,2,3
1281,36,1,2,2,7,2,1,1,4,2,1,144110,0.0,18,3,2.0,2,1,0,0,4,3,3.5,4.0,3.0,2.0,3.0,1,3,3,5,1,2
1282,59,0,1,1,10,4,1,1,3,6,2,23080,7.0,19,1,20.0,4,4,1,3,2,3,2.5,1.0,3.0,2.0,2.0,3,3,1,1,2,5
1283,29,0,2,1,28,4,1,0,1,8,1,48410,0.0,11,0,6.0,3,5,0,4,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,0,1,0,3,3,3
1284,31,0,2,1,3,2,3,0,3,7,2,42850,1.0,21,1,1.0,2,1,1,0,1,4,2.5,3.0,2.0,3.0,2.6666666666666665,1,4,1,3,1,1
1285,32,0,2,2,3,4,1,1,2,4,1,97150,1.0,15,1,10.0,1,10,0,9,2,3,2.5,2.0,2.0,3.0,2.3333333333333335,1,4,2,4,4,4
1286,36,0,2,1,2,3,1,1,2,8,1,43200,3.0,17,0,5.0,2,1,0,0,3,3,3.0,2.0,4.0,3.0,3.0,1,4,0,3,1,3
1287,31,0,2,1,27,3,3,0,2,5,2,21320,1.0,18,0,11.0,3,11,1,8,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,1,2,1,4,4
1288,35,0,2,1,2,4,3,1,2,0,2,101240,0.0,14,1,16.0,2,15,2,8,4,3,3.5,3.0,1.0,3.0,2.3333333333333335,1,4,4,5,5,5
1289,45,0,2,0,14,3,0,0,1,7,1,54730,4.0,13,0,17.0,3,0,0,0,1,3,2.0,4.0,1.0,4.0,3.0,2,2,1,3,1,5
1290,37,0,2,1,1,3,1,0,3,7,2,52070,4.0,17,3,16.0,3,5,0,2,3,3,3.0,1.0,3.0,4.0,2.6666666666666665,1,4,1,3,3,5
1291,46,0,2,1,9,3,3,1,3,3,0,164370,8.0,15,1,16.0,0,4,0,2,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,2,3,3,5,2,5
1292,30,0,2,2,18,3,1,1,4,1,1,22960,1.0,18,1,10.0,2,10,3,0,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,0,2,4,1,4,4
1293,35,0,2,1,20,4,1,0,3,1,2,40690,1.0,13,0,6.0,5,6,0,4,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,1,2,4,3,3,3
1294,55,0,2,1,2,3,1,0,2,2,1,74410,3.0,12,1,24.0,4,1,1,0,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,3,4,3,4,1,5
1295,38,0,0,2,11,1,2,1,2,2,0,24300,7.0,13,2,17.0,2,13,1,9,4,3,3.5,2.0,4.0,3.0,3.0,1,2,3,1,5,5
1296,34,0,2,1,8,2,3,1,1,6,1,58780,1.0,14,0,5.0,1,5,1,3,3,3,3.0,1.0,2.0,3.0,2.0,1,3,1,3,3,3
1297,56,0,2,0,2,1,3,1,2,7,2,26440,4.0,11,1,37.0,2,6,0,2,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,3,4,1,2,3,5
1298,23,0,2,1,10,3,3,1,2,2,0,64390,3.0,22,3,3.0,2,0,0,0,3,4,3.5,3.0,1.0,3.0,2.3333333333333335,0,3,3,4,1,2
1299,51,0,2,1,29,4,1,0,5,4,1,24510,3.0,17,0,10.0,2,4,0,3,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,3,1,2,1,2,4
1300,30,0,2,2,8,2,5,1,1,8,1,63920,1.0,21,1,11.0,2,11,10,8,4,4,4.0,3.0,4.0,3.0,3.3333333333333335,0,3,0,4,4,4
1301,46,1,2,2,1,2,3,0,2,6,2,97140,1.0,22,0,9.0,0,9,4,7,3,4,3.5,3.0,4.0,3.0,3.3333333333333335,2,4,1,4,4,4
1302,40,0,1,1,6,3,3,1,1,0,1,60770,1.0,16,2,22.0,2,22,11,11,2,3,2.5,3.0,2.0,2.0,2.3333333333333335,1,3,4,4,5,5
1303,51,0,2,1,8,4,1,0,5,8,2,24500,0.0,12,1,11.0,2,10,1,0,3,3,3.0,3.0,4.0,1.0,2.6666666666666665,3,3,0,1,4,4
1304,30,0,2,1,9,3,1,1,1,4,0,92500,1.0,12,3,11.0,0,11,2,7,3,3,3.0,3.0,2.0,2.0,2.3333333333333335,0,3,2,4,4,4
1305,46,0,1,1,12,1,3,1,1,2,1,20740,2.0,15,1,21.0,3,10,9,5,3,3,3.0,3.0,1.0,2.0,2.0,2,2,3,1,4,5
1306,32,0,2,2,15,3,2,1,1,6,2,101690,1.0,14,0,12.0,6,11,5,7,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,2,1,5,4,5
1307,54,0,2,1,25,1,3,0,1,2,1,48550,9.0,25,1,16.0,2,4,0,3,2,4,3.0,1.0,3.0,1.0,1.6666666666666667,3,1,3,3,2,5
1308,24,0,2,2,6,2,2,1,2,6,1,40870,0.0,20,3,4.0,1,3,0,2,3,4,3.5,1.0,3.0,2.0,2.0,0,3,1,3,2,2
1309,28,0,0,2,9,4,3,1,2,2,1,23670,1.0,13,0,5.0,2,5,0,4,2,3,2.5,2.0,3.0,4.0,3.0,0,3,3,1,3,3
1310,58,0,2,1,8,4,1,1,2,7,2,29720,0.0,14,0,38.0,2,37,1,8,4,3,3.5,4.0,3.0,2.0,3.0,3,3,1,2,5,5
1311,44,0,0,1,23,2,3,0,1,6,1,195860,4.0,16,0,17.0,3,3,1,2,2,3,2.5,2.0,2.0,4.0,2.6666666666666665,2,1,1,5,2,5
1313,32,0,2,0,12,2,0,0,1,8,2,20610,1.0,15,1,1.0,2,1,0,0,2,3,2.5,4.0,1.0,3.0,2.6666666666666665,1,2,0,1,1,1
1314,20,1,1,2,4,4,1,0,2,0,2,99240,1.0,22,0,1.0,3,1,1,0,3,4,3.5,4.0,4.0,3.0,3.6666666666666665,4,4,4,4,1,1
1315,34,0,2,1,1,4,4,1,4,2,2,41980,1.0,22,1,16.0,2,16,2,10,2,4,3.0,1.0,3.0,3.0,2.3333333333333335,1,4,3,3,5,5
1316,37,0,0,2,24,2,1,1,1,6,0,68150,5.0,20,1,17.0,3,1,0,0,3,4,3.5,3.0,4.0,4.0,3.6666666666666665,1,1,1,4,1,5
1317,59,0,0,1,12,2,1,1,2,7,1,47230,9.0,14,0,30.0,0,3,2,2,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,3,2,1,3,2,5
1318,50,0,1,1,3,4,3,1,4,6,1,61420,3.0,13,2,28.0,3,8,0,7,2,3,2.5,1.0,2.0,2.0,1.6666666666666667,2,4,1,4,4,5
1319,25,1,2,2,10,1,2,1,2,5,2,82370,1.0,13,0,6.0,6,6,0,3,2,3,2.5,3.0,3.0,3.0,3.0,0,3,2,4,3,3
1320,25,0,2,1,26,3,5,1,1,2,1,88530,1.0,22,1,2.0,3,2,2,1,3,4,3.5,4.0,4.0,3.0,3.6666666666666665,0,1,3,4,2,2
1321,22,0,2,1,2,1,1,1,1,8,2,193310,1.0,12,1,1.0,2,0,0,0,3,3,3.0,2.0,4.0,3.0,3.0,0,4,0,5,1,1
1322,51,0,1,1,1,3,1,0,1,7,2,20730,3.0,14,1,23.0,4,13,12,8,3,3,3.0,1.0,1.0,2.0,1.3333333333333333,3,4,1,1,5,5
1324,54,0,0,1,9,3,1,1,1,2,2,196130,2.0,17,0,23.0,5,5,4,4,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,3,3,3,5,3,5
1325,24,0,2,1,2,1,1,1,2,2,1,34070,0.0,13,1,6.0,4,5,1,2,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,0,4,3,2,3,3
1326,34,0,2,2,4,3,2,0,2,8,0,50630,6.0,12,1,12.0,2,1,0,0,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,1,4,0,3,1,5
1327,37,0,2,2,6,1,5,1,1,2,2,46390,2.0,12,2,12.0,3,5,1,3,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,3,3,3,3,5
1328,34,0,2,2,9,2,3,1,2,0,2,48760,2.0,21,1,14.0,3,11,5,8,3,4,3.5,3.0,1.0,3.0,2.3333333333333335,1,3,4,3,4,5
1329,36,0,1,0,7,3,3,1,1,6,1,26900,0.0,11,0,10.0,1,9,2,8,3,3,3.0,2.0,4.0,3.0,3.0,1,3,1,2,4,4
1330,36,0,2,1,1,3,3,0,2,4,0,175670,5.0,13,0,7.0,6,1,0,0,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,4,2,5,1,3
1331,43,0,1,1,3,4,1,1,1,7,1,24080,1.0,12,1,25.0,3,25,4,12,3,3,3.0,3.0,4.0,4.0,3.6666666666666665,2,4,1,1,5,5
1332,30,0,1,1,10,3,1,0,3,0,0,28140,1.0,24,0,10.0,2,10,0,9,3,4,3.5,1.0,3.0,2.0,2.0,0,3,4,2,4,4
1333,33,0,0,2,7,3,1,1,2,7,1,112450,0.0,21,0,8.0,3,7,0,7,3,4,3.5,3.0,2.0,4.0,3.0,1,3,1,5,3,4
1334,56,1,2,1,15,3,1,1,2,2,1,33120,9.0,19,0,7.0,1,5,4,3,1,3,2.0,2.0,2.0,3.0,2.3333333333333335,3,2,3,2,3,3
1335,51,0,2,1,3,2,4,0,2,8,2,190490,7.0,14,1,23.0,2,20,15,15,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,3,4,0,5,5,5
1336,31,1,2,1,2,4,5,0,3,7,1,21410,4.0,20,0,12.0,2,7,7,7,3,4,3.5,2.0,3.0,2.0,2.3333333333333335,1,4,1,1,3,5
1337,26,0,2,2,17,3,3,0,2,3,1,57690,1.0,19,0,5.0,4,5,4,3,2,3,2.5,3.0,2.0,2.0,2.3333333333333335,0,2,3,3,3,3
1338,58,1,2,2,2,2,3,0,1,6,1,43850,1.0,13,1,40.0,2,40,15,6,2,3,2.5,4.0,4.0,2.0,3.3333333333333335,3,4,1,3,5,5
1339,19,1,2,1,5,2,1,1,1,3,2,53320,1.0,23,1,0.0,2,0,0,0,3,4,3.5,4.0,3.0,2.0,3.0,4,4,3,3,1,1
1340,22,0,2,2,29,4,5,1,1,7,1,46630,0.0,13,1,3.0,1,2,2,1,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,1,1,3,2,2
1341,49,0,2,1,2,3,1,0,1,7,1,47240,1.0,11,1,16.0,3,15,5,11,2,3,2.5,3.0,1.0,2.0,2.0,2,4,1,3,5,5
1342,43,0,1,2,2,2,1,1,1,7,2,32110,4.0,13,0,18.0,2,3,1,2,4,3,3.5,2.0,3.0,3.0,2.6666666666666665,2,4,1,2,2,5
1343,50,0,1,1,19,4,1,1,2,7,2,53770,4.0,14,1,16.0,3,2,2,1,4,3,3.5,3.0,4.0,3.0,3.3333333333333335,2,2,1,3,2,5
1344,31,1,2,1,15,1,3,0,2,7,1,40660,3.0,22,0,4.0,2,2,2,2,2,4,3.0,2.0,3.0,3.0,2.6666666666666665,1,2,1,3,2,2
1345,41,0,2,1,17,2,4,1,1,4,0,52080,3.0,11,3,12.0,2,9,0,7,1,3,2.0,3.0,3.0,3.0,3.0,2,2,2,3,4,5
1346,26,0,2,1,17,4,1,1,2,7,1,48770,1.0,13,1,8.0,5,8,5,7,4,3,3.5,3.0,3.0,3.0,3.0,0,2,1,3,4,4
1347,36,0,2,0,25,1,0,1,2,6,0,31170,6.0,21,1,7.0,2,3,0,1,4,4,4.0,2.0,2.0,3.0,2.3333333333333335,1,1,1,2,2,3
